"dates","title","ressort"
2020-06-27,"""Es fehlt eigentlich nur noch ein Pizarro-Tor""","Sport"
2020-06-27,"Das schwerste Jahr der Schiedsrichter","Sport"
2020-06-25,"""Es braucht eine Neuausrichtung des Fußballs""","Sport"
2020-06-25,"Steigt Heidenheim auf, liegt das auch an diesem Spieler","Sport"
2020-06-24,"Faustdick hinter den Toren","Sport"
2020-06-24,"Götzes Abschied beim BVB endet ohne Einsatz","Sport"
2020-06-24,"Spielstarke Mannschaft, ohnmächtige Führung","Sport"
2020-06-22,"Jetzt geht der Kampf erst richtig los","Sport"
2020-06-22,"Zuschauer brauchen weiter zwei Abos - ""Sportschau"" bleibt","Sport"
2020-06-22,"Sat.1 kauft Live-Rechte ab der Saison 2021/2022","Sport"
2020-06-22,"Landrat vom Kreis Gütersloh hält regionalen Lockdown für möglich","Wissenschaft"
2020-06-21,"Meppens Undav trifft aus 50 Metern - ""Dachte, probier' es einfach mal!""","Sport"
2020-06-21,"Die Hamburger Wegwerfminuten","Sport"
2020-06-21,"Dresden siegt und steht dennoch vor dem Abstieg","Sport"
2020-06-21,"Stuttgart schießt sich Richtung Aufstieg, Heidenheim schockt den HSV in letzter Sekunde","Sport"
2020-06-21,"Münchnerinnen verpassen vorzeitige Qualifikation für die Champions League","Sport"
2020-06-21,"Freiburgs neues Selbstverständnis","Sport"
2020-06-20,"Wie vor 40 Jahren - Köln könnte Bremens Verderben werden","Sport"
2020-06-20,"""Pizarro in den Sturm, letzter Mann ist Torwart""","Sport"
2020-06-20,"Bremen vor dem Abstieg - Mainz hält die Klasse","Sport"
2020-06-20,"Dortmund ist Vizemeister - Gladbach verdrängt Leverkusen vom Champions-League-Platz","Sport"
2020-06-19,"Münster legt erneut Einspruch gegen Spielewertung ein - aber nur bei Punktverlust","Sport"
2020-06-19,"Trainer Kauczinski verteidigt Spieler Löwe für dessen Kritik an der DFL","Sport"
2020-06-18,"Dynamo ist platt - und Verteidiger Löwe attackiert die DFL","Sport"
2020-06-18,"Warum der VfL Wolfsburg schon wieder Deutscher Meister ist","Sport"
2020-06-18,"Für Favre geht es noch um was","Sport"
2020-06-17,"Mainz siegt beim BVB, Düsseldorf trifft in Leipzig spät zum Ausgleich","Sport"
2020-06-17,"Wolfsburgerinnen feiern vierte Meisterschaft in Folge","Sport"
2020-06-17,"Flicks Meisterwerk","Sport"
2020-06-17,"Ein wahrer Almtraum","Sport"
2020-06-17,"Israel weitet Lockerungen trotz Neuanstiegs der Corona-Fälle aus","Wissenschaft"
2020-06-16,"Der Wir-spielen-die-Liga-wegen-der-Fernsehgelder-zu-Ende-Titel","Sport"
2020-06-16,"Die Bayern sind Meister - zum achten Mal in Folge","Sport"
2020-06-16,"Paderborn steigt ab, Freiburg kann weiter auf Europa hoffen","Sport"
2020-06-16,"HSV-Patzer macht Arminia Bielefeld zum Aufsteiger","Sport"
2020-06-15,"Schlusslicht mit Feuerwerk","Sport"
2020-06-14,"43 Sekunden reichen Augsburg zum Sieg gegen Mainz","Sport"
2020-06-13,"Ersatzgeschwächter FC Bayern schlägt auch Mönchengladbach","Sport"
2020-06-13,"Werder schießt Paderborn in Richtung zweite Liga - und macht Boden gut","Sport"
2020-06-13,"Wolfsburgerinnen stehen kurz vor dem vierten Titel in Folge","Sport"
2020-06-13,"Fürth verschärft Nürnbergs Abstiegssorgen","Sport"
2020-06-12,"Welche Entscheidungen jetzt schon fallen können","Sport"
2020-06-11,"Die Rechnung ohne die Eintracht gemacht","Sport"
2020-06-10,"Gewerkschaft gegen Ende der Abstandsregel an Schulen","Wissenschaft"
2020-06-09,"Immer zittern bis zum Schluss","Sport"
2020-06-09,"Ein Hauch von ""Fifa"" im spanischen Fußball","Sport"
2020-06-07,"Wieder kein Sieg - Union und Schalke verlernen das Gewinnen","Sport"
2020-06-06,"Auf der Jagd nach der Hundertundeins","Sport"
2020-06-04,"Reicht das?","Sport"
2020-06-03,"Generalstaatsanwalt klagt drei weitere Polizisten im Fall George Floyd an","Ausland"
2020-06-03,"Rassismus-Proteste in der Bundesliga werden nicht bestraft","Sport"
2020-06-03,"Basketballliga will keine politischen Statements ihrer Spieler","Sport"
2020-05-31,"Für Platz zwei reicht es vielleicht","Sport"
2020-05-31,"Pléa und Thuram überragend - Mönchengladbach gewinnt gegen Union","Sport"
2020-05-31,"Die Favoriten gewinnen im Dreiklang, Dynamo verliert nach 84 Tagen Pause","Sport"
2020-05-30,"Bayern überrollen Düsseldorf","Sport"
2020-05-30,"Bielefeld siegt in der 92. Minute und klopft an der Bundesliga an","Sport"
2020-05-28,"Die Premier League kehrt am 17. Juni zurück","Sport"
2020-05-28,"Ungarn lässt wieder Fans ins Stadion","Sport"
2020-05-27,"Schalke bodenlos, Hoffenheim spektakulär","Sport"
2020-05-27,"Heidenheim patzt vom Elfmeterpunkt, Bochum nicht zu bremsen","Sport"
2020-05-26,"Knifflige Titelentscheidung nach Saisonabbruch","Sport"
2020-05-26,"Die Welt schaut auf diese Liga","Sport"
2020-05-25,"Fehler im System","Sport"
2020-05-23,"Die geflickten Bayern","Sport"
2020-05-23,"Korrektes Verhältnis","Sport"
2020-05-22,"""Damit würden wir doch nur eine Neiddebatte anstoßen""","Sport"
2020-05-22,"Die 80. Minute","Sport"
2020-05-22,"So planen Europas Fußballligen den Neustart","Sport"
2020-05-21,"3. Liga wird am 30. Mai fortgesetzt - Jena muss umziehen","Sport"
2020-05-20,"Neun Spiele in 29 Tagen - Dynamo läuft heiß","Sport"
2020-05-18,"Die Leisetreter","Sport"
2020-05-18,"Ärger über Sexpuppen auf der Tribüne","Sport"
2020-05-17,"Mit Mundschutz, aber unterm Kinn","Sport"
2020-05-16,"Daran scheiden sich die Geister","Sport"
2020-05-15,"Belgische Liga wird abgebrochen, Brügge ist Meister","Sport"
2020-05-15,"Das Experiment mit dem Fußball","Politik"
2020-05-15,"Der Bundesliga-Neustart - in Grafiken erklärt","Sport"
2020-05-14,"Riskanter Schnellschuss","Sport"
2020-05-11,"Subotic verspürt ""gewisse Grundangst"", die Bayern proben vor leeren Rängen","Sport"
2020-05-10,"""Wie ein hormoneller Cocktail""","Sport"
2020-05-10,"Ist das der Anfang vom Ende?","Sport"
2020-05-07,"Die Liga ist bereit. Und sind es auch die Schiedsrichter?","Sport"
2020-05-07,"Sky zeigt Teile des 26. und 27. Spieltags im Free-TV","Sport"
2020-05-07,"So geht es ab dem 16. Mai weiter","Sport"
2020-05-06,"Unter Beobachtung","Sport"
2020-05-04,"""Hunger trägt keine Vereinsfarben""","Sport"
2020-04-30,"Sie wollen weiterspielen","Sport"
2020-04-30,"Hunde, Löwen, Fohlen","Sport"
2020-04-29,"Auf Abstand","Sport"
2020-04-24,"Haftstrafen wegen Manipulation von Erstligaspielen","Sport"
2020-04-22,"""Verheerendes Signal für die Öffentlichkeit""  ","Sport"
2020-04-21,"Es zischt nicht mehr","Sport"
2020-04-18,"Die Zeit ohne Live-Sport spielend überstehen","Netzwelt"
2020-04-18,"Geld ist Zeit","Sport"
2020-04-11,"""Wodka wird nicht verhindern, dass wir krank werden""","Sport"
2020-04-09,"""Das wäre verantwortungslos""","Sport"
2020-04-09,"Saisonabbruch für Klubs der 3. Liga weiter kein Thema","Sport"
2020-04-06,"""Die Atmosphäre in Deutschland ist 20 Mal besser""","Sport"
2020-04-04,"Das waren die wichtigsten Sport-Nachrichten zum Coronavirus am Samstag","Sport"
2020-04-03,"So versucht der Fußball, sich selbst zu retten","Sport"
2020-04-02,"Die wichtigsten Sport-Nachrichten zum Coronavirus am Donnerstag","Sport"
2020-04-01,"Die wichtigsten Sport-Nachrichten zum Coronavirus am Mittwoch","Sport"
2020-03-31,"""Ich will einfach nur zurück nach Anfield""","Sport"
2020-03-25,"Europameisterin Lotzen wechselt nach Köln","Sport"
2020-03-24,"Das fühlt sich an wie Endzeitstimmung","Sport"
2020-03-22,"Athletensprecher Hartung kündigt Olympia-Boykott an","Sport"
2020-03-19,"Kurzarbeit gegen den Corona-Kollaps","Sport"
2020-03-19,"Eintracht Frankfurt meldet infizierten Spieler - Mannschaft wird getestet","Sport"
2020-03-16,"Schließzeit in Deutschland","Politik"
2020-03-16,"Spiel auf Zeit","Sport"
2020-03-16,"Bundesligastopp bis mindestens Anfang April","Sport"
2020-03-15,"DOSB-Chef Hörmann will Olympia-Entscheidung bis Mitte Mai - Die Entwicklungen im Sport im Überblick","Sport"
2020-03-14,"""Wir plädieren dafür, die EM abzusagen""","Sport"
2020-03-13,"Schlechte Führung","Sport"
2020-03-13,"Der Kampf gegen die Furcht beginnt bei Ihnen","Wissenschaft"
2020-03-13,"Der Sport macht dicht","Politik"
2020-03-13,"DFL sagt Spieltag in der Bundesliga ab","Sport"
2020-03-13,"Rummenigge befürwortet Spielbetrieb aus finanziellen Gründen","Sport"
2020-03-13,"Erster Fußballspieler in der Bundesliga positiv getestet - Die Entwicklungen im Sport im Überblick","Sport"
2020-03-13,"Das Spiel ist aus","Sport"
2020-03-13,"Fußball-Bundesliga will Spielbetrieb ab nächster Woche unterbrechen","Sport"
2020-03-12,"Alle Profis von Hannover 96 in Quarantäne - Klub beantragt Spielverlegung","Sport"
2020-03-12,"Arsenal-Trainer Arteta positiv, Liga setzt Notfalltreffen an - die Entwicklungen im Sport im Überblick","Sport"
2020-03-12,"Welche Branchen unter Corona leiden - und welche profitieren","Wirtschaft"
2020-03-11,"Patient null","Sport"
2020-03-11,"Absagen, Verlegungen, Verdachtsfälle - Die Entwicklungen im Sport im Überblick","Sport"
2020-03-11,"""Eine brutale Entscheidung""","Sport"
2020-03-11,"Reifezeugnis","Sport"
2020-03-10,"Verschärfte Einreisebedingungen in Italien - Algarve-Cup-Finale abgesagt","Sport"
2020-03-10,"Viele Spiele ohne Zuschauer","Sport"
2020-03-09,"Nullnummer","Sport"
2020-03-09,"Augsburg stellt Trainer Schmidt frei","Sport"
2020-03-08,"Spielergewerkschaft und Regierung fordern sofortige Absage, doch der Fußball geht weiter","Sport"
2020-03-08,"Auf der Schwelle zur Spitzenmannschaft","Sport"
2020-03-07,"""Bei einem alten, weißen Milliardär seid ihr betroffen""","Sport"
2020-03-07,"Sie sollen es richten","Sport"
2020-03-07,"Tag der Hurensöhne","Politik"
2020-03-06,"Ultras wollen ihre Proteste in der Bundesliga fortsetzen","Sport"
2020-03-05,"Das Bremer Kartenhaus","Sport"
2020-03-04,"Batz!","Sport"
2020-03-03,"Mia san gespalten","Sport"
2020-03-03,"Sonntag, 19.30 Uhr - Zeit für die Bundesliga","Sport"
2020-03-03,"Angriff der Streamingdienste","Sport"
2020-03-01,"Darum wird Dietmar Hopp attackiert","Sport"
2020-03-01,"Schalke 04 will bei Beleidigungen den Platz verlassen - sofort","Sport"
2020-02-29,"""Wir haben jetzt einen Punkt erreicht, der so nicht mehr zu tolerieren ist""","Sport"
2020-02-26,"Eintracht-Fan erhält Schmerzensgeld vom Land Hessen","Sport"
2020-02-24,"Aufstand in der Premier League","Sport"
2020-02-23,"Gelb-Rot für Neymar, Pfiffe gegen Tuchel","Sport"
2020-02-23,"Wolfsburg schießt sich mit vier Toren an Schalke heran","Sport"
2020-02-22,"Erst trifft Messi vier Spiele nicht, dann viermal in einem Spiel","Sport"
2020-02-22,"BVB verschärft Werders Krise, Köln nimmt Hertha auseinander","Sport"
2020-02-21,"Paderborn gleicht zweimal gegen die Bayern aus, dann trifft Lewandowski","Sport"
2020-02-19,"Pfannenstiel verlässt Fortuna Düsseldorf vorzeitig","Sport"
2020-02-17,"So wird's schwer gegen den FC Bayern","Sport"
2020-02-17,"Stuttgart gelingt erster Auswärtssieg seit September","Sport"
2020-02-16,"Schwache Schalker verlieren Anschluss an Champions-League-Ränge","Sport"
2020-02-16,"Von der C-Lösung zur Überraschung der Liga","Sport"
2020-02-15,"Liverpool bereits drei Monate vor Saisonende für die Champions League qualifiziert","Sport"
2020-02-15,"Leipzig schlägt Werder mühelos, Weghorst trifft dreifach","Sport"
2020-02-15,"Zu Hause ist es am schönsten","Sport"
2020-02-14,"Wolfsburgs Frauen gewinnen Sieben-Tore-Spektakel","Sport"
2020-02-13,"Derby zwischen Gladbach und Köln wird im März nachgeholt","Sport"
2020-02-12,"Abschied vom Tagesgeschäft","Sport"
2020-02-10,"Und dann ist plötzlich Drama","Sport"
2020-02-10,"Baskische Festspielwochen","Sport"
2020-02-10,"Dresden legt wegen Videobeweis Einspruch gegen Spielwertung ein","Sport"
2020-02-09,"Auf Augenhöhe","Sport"
2020-02-08,"Leverkusen dreht Spiel gegen Dortmund spektakulär","Sport"
2020-02-06,"""Prokop hat den Kampf gegen Windmühlen verloren""","Sport"
2020-02-06,"Klubs beschließen Abschaffung des verkürzten Transferfensters","Sport"
2020-02-03,"HSV feiert ersten Auswärtssieg seit August","Sport"
2020-02-03,"Einfach in Ruhe lassen","Sport"
2020-02-01,"Rätsel Thiago ist gelöst","Sport"
2020-02-01,"Nkunku rettet Leipzig einen Punkt - aber nicht die Tabellenführung","Sport"
2020-02-01,"Vier Tore, 16 Siege, eine Meisterschaft","Sport"
2020-02-01,"Sieben Jahre Warten auf den Heimsieg im Liga-Derby","Sport"
2020-02-01,"Bayern siegt in Mainz, Håland trifft wieder doppelt","Sport"
2020-01-31,"Zwölfte Niederlage in Folge für die Kölner Haie","Sport"
2020-01-29,"""Wer Druck spürt, ist von seinem Denken und Tun nicht überzeugt""","Sport"
2020-01-26,"Hoffenheim trifft bei Werder erst kurios, dann artistisch","Sport"
2020-01-26,"Schweizer Gipfeltreffen","Sport"
2020-01-26,"Der Klimaretter","Sport"
2020-01-25,"""Maxi Gómez, mini Barça""","Sport"
2020-01-25,"Zu einfach geschlagen","Sport"
2020-01-23,"Liverpools Serie endet einfach nicht","Sport"
2020-01-23,"Es mauscheln doch alle","Sport"
2020-01-22,"Wechselt Aubameyang zum FC Barcelona?","Sport"
2020-01-20,"Früher Grau, jetzt Gelb","Sport"
2020-01-18,"Warum der FC Bayern seine Gegner fürchten muss","Sport"
2020-01-16,"Spanien und Kroatien bleiben auch beim Hauptrundenstart ungeschlagen","Sport"
2020-01-14,"Es wird unbequem","Sport"
2020-01-12,"Luis Suárez fällt nach Knie-OP für vier Monate aus","Sport"
2020-01-12,"Favorit Baltimore Ravens scheidet im Viertelfinale gegen Patriots-Bezwinger aus","Sport"
2020-01-11,"Dünne Luft im Wolkenkratzer","Sport"
2020-01-10,"Der Absturz über Teheran  – Abschuss oder Unfall?","Ausland"
2020-01-09,"Polizei verhängt Stadionverbot für Verona-Anhänger","Sport"
2020-01-06,"46 für drei","Sport"
2020-01-05,"""Uns allen läuft die Zeit davon""","Sport"
2020-01-04,"Das andere Barcelona","Sport"
2020-01-04,"Die Fallhöhe nach dem Absprung","Sport"
2020-01-04,"Alexander Nübel wechselt zum FC Bayern","Sport"
2020-01-01,"Arsenal lässt Manchester United keine Chance und siegt erstmals unter Arteta","Sport"
2019-12-30,"Hertha legt Draxler angeblich erstes Vertragsangebot vor","Sport"
2019-12-27,"Manchester City verspielt Führung und verliert schon zum fünften Mal","Sport"
2019-12-26,"""Wer ein 0:9 überlebt, verliert sämtliche Ängste""","Sport"
2019-12-24,"Das sind die besten Offensivspieler der Hinrunde","Sport"
2019-12-23,"Das sind die besten Defensivspieler der Hinrunde","Sport"
2019-12-22,"Ein halbes Jahr vollkommenes Vertrauen","Sport"
2019-12-21,"Manchester City dreht Verfolgerduell gegen Leicester ","Sport"
2019-12-21,"Zirkzee macht es wieder für die Bayern","Sport"
2019-12-21,"""Es ist dumm, es ist dumm""","Sport"
2019-12-20,"Dortmund verspielt Sieg gegen Hoffenheim","Sport"
2019-12-20,"Plötzlich beliebt","Sport"
2019-12-20,"Meister Flensburg verliert beim Vorletzten ","Sport"
2019-12-19,"Das ist die Top-Elf des 16. Spieltags","Sport"
2019-12-18,"Gegen Leverkusen gelingt Klinsmanns Hertha zweiter Sieg in Folge","Sport"
2019-12-17,"Joker Schick rettet Leipzig im Spitzenspiel gegen Dortmund ein Remis","Sport"
2019-12-17,"Werder geht gegen direkten Konkurrenten Mainz unter","Sport"
2019-12-17,"Liebe Leserin, lieber Leser, guten Abend,","Ausland"
2019-12-17,"""Da sollten einem keine Steine in den Weg gelegt werden""","Sport"
2019-12-16,"Das ist die Topelf des 15. Spieltags","Sport"
2019-12-15,"Tritt mit offener Sohle - Nübel fliegt bei Schalkes Sieg vom Platz","Sport"
2019-12-15,"Mönchengladbach ist die Tabellenführung nach zehn Wochen wieder los","Sport"
2019-12-14,"Seine beste Woche in München","Sport"
2019-12-14,"Tabellenführer Bielefeld bleibt im neunten Spiel in Folge unbesiegt - St. Pauli atmet auf","Sport"
2019-12-13,"Klopp bleibt bis 2024 beim FC Liverpool","Sport"
2019-12-12,"Frankfurt verliert und zieht trotzdem in die nächste Runde ein","Sport"
2019-12-11,"Leverkusen muss sich mit der Europa League begnügen","Sport"
2019-12-11,"Atlético braucht keine Schützenhilfe, aber einen zweiten Elfmeter","Sport"
2019-12-11,"Auf dem Weg zum Schwergewicht","Sport"
2019-12-10,"Leipzig vergibt Sieg gegen Lyon, wird dennoch Gruppensieger","Sport"
2019-12-10,"So erreicht der BVB im Fernduell mit Inter das Achtelfinale","Sport"
2019-12-10,"Champions League läuft ab 2021 auch bei Amazon Prime","Sport"
2019-12-09,"Gomez verzweifelt am Videobeweis - und schießt Stuttgart doch zum Sieg","Sport"
2019-12-09,"Das ist die Topelf des 14. Spieltags","Sport"
2019-12-07,"Ist der Flick-Effekt dahin?","Sport"
2019-12-06,"Schluss mit Teilzeit","Sport"
2019-12-03,"Das ist die Topelf des 13. Spieltags","Sport"
2019-12-01,"Messi schießt Barcelona zum Sieg gegen Atlético - und an die Tabellenspitze","Sport"
2019-11-30,"Fußballverband bricht Saison vorzeitig ab","Sport"
2019-11-29,"""Ein FC Bayern ohne Titel""","Sport"
2019-11-29,"Hoch und weit bringt Sicherheit","Sport"
2019-11-29,"Spielplan, Ergebnisse, Liveticker","Sport"
2019-11-28,"Kamada dreht Rückstand gegen Arsenal und lässt Frankfurt hoffen","Sport"
2019-11-28,"Wolfsburg ist weiter, Mönchengladbach gewinnt bei Wolfsberg","Sport"
2019-11-28,"Liverpool braucht noch einen Punkt fürs Achtelfinale, kurioser Elfmeter in Prag","Sport"
2019-11-27,"Verunsicherter BVB verliert in Barcelona","Sport"
2019-11-26,"Mourinho erreicht Achtelfinale, Dybala schießt Juve mit Traumtor zum Gruppensieg","Sport"
2019-11-25,"Gemischtes Doppel","Sport"
2019-11-25,"Das ist die Top-Elf des 12. Spieltags","Sport"
2019-11-23,"Van Basten entschuldigt sich nach ""Sieg Heil""-Ausspruch","Sport"
2019-11-23,"City besiegt Chelsea im Topspiel und lässt Liverpool nicht weiter davonziehen","Sport"
2019-11-23,"Tottenham siegt bei Mourinho-Debüt gegen West Ham","Sport"
2019-11-20,"Kapieren Sie das?","Sport"
2019-11-19,"Wijnaldum mit Hattrick für die Niederlande - Wales holt letzten direkten EM-Platz","Sport"
2019-11-19,"Gnabry und Goretzka überragen bei 6:1 gegen Nordirland","Sport"
2019-11-18,"Spaniens Fußballerinnen stellen Streik nach einem Spieltag ein","Sport"
2019-11-18,"In neun Tagen von Köln nach Mainz","Sport"
2019-11-17,"Wer macht hier die Regeln?","Sport"
2019-11-16,"Sieg über Weißrussland - Deutschland fährt zur EM 2020","Sport"
2019-11-16,"Bekommt Kaepernick eine faire Chance?","Sport"
2019-11-14,"England fährt dank 7:0 im 1000. Spiel zur EM, Tschechien sticht Kosovo aus","Sport"
2019-11-11,"Das ist die Topelf des 11. Spieltags","Sport"
2019-11-11,"Liebe Leserin, lieber Leser, guten Morgen,","Politik"
2019-11-10,"Gekommen, um zu laufen","Sport"
2019-11-10,"Mainz 05 trennt sich von Trainer Schwarz","Sport"
2019-11-09,"""Es ist zum Kotzen!""","Sport"
2019-11-07,"Gegentor in Minute 90+4 - Frankfurt verliert in Lüttich und muss bangen","Sport"
2019-11-07,"Ohne Hilfe geht es nicht","Sport"
2019-11-06,"City verliert zwei Keeper - Feldspieler hütet das Tor","Sport"
2019-11-06,"Vier Sekunden des Grauens","Sport"
2019-11-06,"Ich bin Schiri, kein Opfer","Sport"
2019-11-05,"Nach 1:4 - Chelsea jubelt über dramatisches Remis gegen Ajax","Sport"
2019-11-04,"Das ist die Topelf des zehnten Spieltags","Sport"
2019-11-03,"Der einsamste Job der Welt","Sport"
2019-11-02,"Barcelona kassiert drei Gegentore in acht Minuten","Sport"
2019-11-02,"Mané erlöst Liverpool in Minute 90+4","Sport"
2019-11-01,"Tabellenletzter Dijon spielt Paris Saint-Germain einmal schwindelig - und das reicht","Sport"
2019-10-31,"Ein erster großer Wurf","Sport"
2019-10-27,"Hoffenheimerinnen sind die Überraschung der Liga","Sport"
2019-10-27,"Gladbach besiegt Frankfurt und bleibt Tabellenführer","Sport"
2019-10-27,"Rückstand nach 47 Sekunden - aber Liverpool dreht Spiel gegen Tottenham","Sport"
2019-10-27,"Ergänzungen, keine Verstärkungen","Sport"
2019-10-26,"Gündogan trifft für City, Pulisic glänzt bei Chelsea","Sport"
2019-10-24,"Gelb-Sperren für Trainer auch in der 3. Liga und im DFB-Pokal","Sport"
2019-10-23,"Unter Zweiflern","Sport"
2019-10-22,"Zum Rekord gewackelt","Sport"
2019-10-21,"Das ist die Topelf des achten Spieltags","Sport"
2019-10-20,"Roma-Fans beleidigen Vieira mit Affenlauten","Sport"
2019-10-20,"Umstrittenes Rashford-Tor beendet Liverpools Siegesserie","Sport"
2019-10-20,"Paderborn spielt nun auch wie ein Absteiger","Sport"
2019-10-20,"Sisyphos mit Headset","Sport"
2019-10-19,"Ungesunder Schlafrhythmus","Sport"
2019-10-19,"Bayern verschenkt Sieg gegen Augsburg ","Sport"
2019-10-19,"Griezmann, Messi, Suárez - Barça an der Spitze","Sport"
2019-10-19,"Spitzenleiter","Sport"
2019-10-18,"Katars teurer Weg zur Sportgroßmacht","Sport"
2019-10-15,"Fußball vor leeren Rängen - nur der Fifa-Boss hat offenbar zugeschaut","Sport"
2019-10-14,"Was kommt nach dem Protest? ","Sport"
2019-10-12,"Die hohe Schule der Quarterbacks","Sport"
2019-10-10,"Niederlande siegen in der Nachspielzeit, Belgien schon qualifiziert","Sport"
2019-10-10,"Zwischen Jubel und Protest","Sport"
2019-10-10,"Immer besser","Sport"
2019-10-08,"Milan braucht schon wieder einen neuen Trainer","Sport"
2019-10-07,"""Jeder aus der Stadt kannte zumindest einen aus der Familie""","Panorama"
2019-10-07,"Das ist die Top-Elf des siebten Spieltags","Sport"
2019-10-06,"St. Pauli und Nürnberg bleiben in Lauerstellung","Sport"
2019-10-05,"Real Madrid gewinnt das Topspiel, Kroos verletzt sich","Sport"
2019-10-05,"Bayern will Hernández nicht für französische Nationalmannschaft abstellen","Sport"
2019-10-05,"Bayern verliert gegen Hoffenheim, Dortmund kassiert späten Ausgleich","Sport"
2019-10-05,"Streicheleinheiten","Sport"
2019-10-04,"Tabellenführer Stuttgart unterliegt Schlusslicht Wehen","Sport"
2019-10-02,"Dortmund gewinnt dank Hakimi in Prag ","Sport"
2019-10-02,"Der chinesische Traditionsverein aus Prag","Sport"
2019-10-02,"Gnabrys größtes Spiel","Sport"
2019-10-01,"Juves Higuaín sorgt für zweite Leverkusener Niederlage","Sport"
2019-10-01,"Gnabry mit Viererpack - Bayern deklassieren Tottenham 7:2","Sport"
2019-09-29,"Waldschmidt schießt Freiburg zum Sieg in Düsseldorf","Sport"
2019-09-27,"Dost und Silva beenden Frankfurter Auswärtsflaute","Sport"
2019-09-25,"PSG leistet sich schon den zweiten Ausrutscher","Sport"
2019-09-25,"Real Madrid geht als Tabellenführer ins Derby","Sport"
2019-09-25,"Wenn der Back-up zum Star wird","Sport"
2019-09-24,"Das ist die Topelf des fünften Spieltags","Sport"
2019-09-24,"""So ein Team haben wir noch nicht gesehen""","Sport"
2019-09-22,"Real schlägt Sevilla und ist nur noch ein Tor von der Tabellenführung entfernt ","Sport"
2019-09-22,"Dortmund kassiert zwei Minuten vor Schluss den Ausgleich in Frankfurt","Sport"
2019-09-22,"Joker Thuram schießt Mönchengladbach zum Derbysieg gegen Düsseldorf","Sport"
2019-09-22,"Der Fluch der Weser","Sport"
2019-09-21,"Starbitzer","Sport"
2019-09-21,"Die Wandlung des Egozentrikers","Sport"
2019-09-21,"Die kühle Effizienz einer Spitzenmannschaft","Sport"
2019-09-21,"5:0 nach 18 Minuten","Sport"
2019-09-21,"Bayern können sich auf Lewandowski verlassen","Sport"
2019-09-21,"Stuttgart verteidigt Tabellenführung, Bielefeld trifft fünfmal","Sport"
2019-09-20,"Liebe Leserin, lieber Leser, guten Abend,","Politik"
2019-09-19,"Spektakulärer Torwartpatzer von Karius","Sport"
2019-09-19,"Frankfurt kassiert erste Heimniederlage in Europa seit 16 Spielen","Sport"
2019-09-19,"Die Turiner Revolution","Sport"
2019-09-18,"Der Titelverteidiger hadert","Sport"
2019-09-17,"59 Jahre, und jetzt das","Sport"
2019-09-16,"Das ist die Topelf des vierten Spieltags","Sport"
2019-09-16,"Brown gelingt Touchdown bei Patriots-Debüt","Sport"
2019-09-15,"Probleme von Kopf bis Fuß","Sport"
2019-09-15,"Der FC Bayern hat wieder Gegner","Sport"
2019-09-15,"Nagelsmann gewinnt das Duell der Trainer","Sport"
2019-09-14,"Erst von den eigenen Fans ausgepfiffen, dann Traumtor zum Sieg in der Nachspielzeit","Sport"
2019-09-14,"Real holt ersten Heimsieg der Saison bei Hazard-Debüt","Sport"
2019-09-14,"BVB dominiert das Topspiel, Gladbach gewinnt das Rhein-Derby","Sport"
2019-09-11,"Kater in Cleveland","Sport"
2019-09-09,"Patriots mit Auftaktsieg dank starkem Brady","Sport"
2019-09-05,"Spaniens No-Name-Nationaltrainer","Sport"
2019-09-03,"Nürnberg, Bochum und Karlsruhe ziehen Einspruch gegen HSV-Spiele zurück","Sport"
2019-09-02,"Das ist die Topelf des dritten Spieltags","Sport"
2019-09-01,"Celtic gewinnt das 418. Stadtduell","Sport"
2019-09-01,"Boateng verhandelt offenbar mit Juventus","Sport"
2019-08-31,"Aufsteiger Union Berlin gelingt Überraschungserfolg gegen Dortmund","Sport"
2019-08-31,"Dynamo Dresden holt Drei-Tore-Rückstand noch auf, Arminia fängt sich kurioses Gegentor","Sport"
2019-08-30,"Choupo-Moting ist jetzt bester PSG-Scorer","Sport"
2019-08-30,"""Und es gibt immer noch etwas zu meckern""","Sport"
2019-08-30,"Er verdient im Monat so viel, wie er früher pro Woche vertelefoniert hat","Sport"
2019-08-30,"Als Fußball noch dreckig war","Kultur"
2019-08-30,"Eintracht trifft auf Arsenal, Mönchengladbach spielt gegen AS Rom","Sport"
2019-08-30,"Was für ein Film","Sport"
2019-08-29,"Hier können Sie die Champions-League-Gruppen selbst auslosen","Sport"
2019-08-27,"Die Kleinen bleiben draußen - zum Glück?","Sport"
2019-08-26,"Das ist die Topelf des zweiten Spieltags","Sport"
2019-08-26,"Dank Joker Choupo-Moting - PSG gewinnt auch ohne Neymar","Sport"
2019-08-25,"Joelinton schießt Newcastle zum Sieg gegen Tottenham","Sport"
2019-08-25,"Werner verlängert bis 2023 bei RB Leipzig","Sport"
2019-08-24,"Real Madrid kassiert späten Ausgleich","Sport"
2019-08-24,"Lewandowski-Hattrick - Bayern gewinnt auf Schalke","Sport"
2019-08-24,"Bochum rettet Remis in letzten Minuten - Trainer Dutt denkt dennoch an Rücktritt","Sport"
2019-08-23,"Stuttgart muss sich in Aue mit einem Punkt begnügen","Sport"
2019-08-23,"Liebe Leserin, lieber Leser, guten Abend,","Politik"
2019-08-22,"""Wenn du kein Superstar bist, kann jeder Tag dein letzter sein""","Sport"
