"dates","title","ressort"
2013-09-15,"Málaga gelingt erster Sieg unter Schuster","Sport"
2013-09-15,"Teilzeitarbeiter, Zauberer, Pechvogel","Sport"
2013-09-15,"Hoffenheim rettet knappen Sieg gegen Gladbach","Sport"
2013-09-15,"Gomez fällt mehrere Wochen aus","Sport"
2013-09-14,"Trio um Slowenien im Viertelfinale - Spanien bangt","Sport"
2013-09-14,"BVB feiert Kantersieg und Startrekord","Sport"
2013-09-14,"Werder verliert erneut, Boateng schießt Schalke zum Sieg","Sport"
2013-09-13,"Paderborn bezwingt Karlsruhe, 1860 torlos bei Funkel-Debüt","Sport"
2013-09-13,"Genervt von Fürth","Sport"
2013-09-13,"Berlin, Berlin, wir fahren nach Berlin","Sport"
2013-09-13,"Magath raus, Magath rein","Sport"
2013-09-11,"Klinsmanns US-Team und Argentinien sind dabei","Sport"
2013-09-10,"Russland feiert, Schweden und Jordanien hoffen","Sport"
2013-09-10,"Das große Zittern","Sport"
2013-09-09,"Guter Auftakt für Werner und Vollmer","Sport"
2013-09-07,"Kiel schlägt den HSV im Spitzenspiel","Sport"
2013-09-05,"Top-Trainer fordern Verkürzung der Transferperiode","Sport"
2013-09-04,"Aogo und Scharner rechnen mit dem HSV ab","Sport"
2013-09-04,"Geburt der ""Breisgau-Brasilianer""","Geschichte"
2013-09-04,"DFL nimmt Rücksicht auf Enkes Todestag","Sport"
2013-09-01,"Barcelona zittert sich trotz Messi-Hattrick zum Sieg","Sport"
2013-09-01,"Aus dem Schneider","Sport"
2013-09-01,"Mchitarjans Doppelpack lässt Dortmund jubeln","Sport"
2013-09-01,"Pleiten für Tottenham und ManUnited","Sport"
2013-09-01,"Stuttgart schießt sich aus der Krise","Sport"
2013-09-01,"Köln weiter ungeschlagen, Dresden weiter sieglos","Sport"
2013-09-01,"Real siegt locker und verzichtet auf Özil","Sport"
2013-08-31,"Juventus fertigt Lazio ab","Sport"
2013-08-31,"Eintracht-Therapie für den HSV","Sport"
2013-08-31,"ManCity feiert zweiten Saisonsieg","Sport"
2013-08-31,"Hamburg jubelt, Nürnberg grübelt","Sport"
2013-08-31,"HSV gelingt Befreiungsschlag, Mainz geht in Hannover unter","Sport"
2013-08-31,"1860 trennt sich von Trainer Schmidt","Sport"
2013-08-31,"Viermal Rot, Spielverbot","Sport"
2013-08-31,"Müller trifft wie Müller","Sport"
2013-08-30,"Bielefeld schlägt Düsseldorf, Fürth verhindert erste Niederlage","Sport"
2013-08-29,"Kaiserslautern trennt sich von Trainer Foda","Sport"
2013-08-28,"Guardiolas Meinung zum Spiel","Sport"
2013-08-27,"Huszti für drei Spiele gesperrt","Sport"
2013-08-26,"Fandel verteidigt Platzverweis-Rekord","Sport"
2013-08-25,"Neapel an der Spitze, Klose-Club siegreich","Sport"
2013-08-25,"Acht Platzverweise, acht Geschichten","Sport"
2013-08-25,"Manchester City blamiert sich bei Aufsteiger Cardiff","Sport"
2013-08-25,"Augsburg siegt und verschärft Stuttgarter Krise","Sport"
2013-08-25,"Düsseldorf schlägt Bochum, Premiere für Paderborn","Sport"
2013-08-25,"66,4","Sport"
2013-08-24,"Luca Toni trifft doppelt gegen Milan, Juventus souverän","Sport"
2013-08-24,"Sechs Tore, zwei Helden und ein großer Bock","Sport"
2013-08-24,"Fürth und Köln torlos, Aalen schockiert den FCK","Sport"
2013-08-24,"Ciao, Catenaccio!","Sport"
2013-08-23,"Karlsruhe kassiert späten Ausgleich, Ingolstadt feiert ersten Sieg","Sport"
2013-08-23,"Auftaktserie = Meisterschaft","Sport"
2013-08-23,"Sieben auf einen Streich","Sport"
2013-08-21,"Chelsea gewinnt zweites Saisonspiel","Sport"
2013-08-18,"Urschrei der Erleichterung","Sport"
2013-08-18,"Barça schießt sieben Tore zum Auftakt, Real mit spätem Erfolg","Sport"
2013-08-17,"HSV blamiert sich gegen Hoffenheim, Wolfsburg demontiert Schalke","Sport"
2013-08-17,"Kaiserslautern und Köln jubeln dank Doppel-Torschützen","Sport"
2013-08-16,"So wie einst Klaus Fischer","Sport"
2013-08-16,"Man kennt sich","Sport"
2013-08-15,"Düstere Zeiten?","Panorama"
2013-08-13,"Wetzlar holt Ex-Welthandballer Balic","Sport"
2013-08-13,"Deutschland diskutiert, England handelt","Sport"
2013-08-12,"Herrlich, diese Bundesliga!","Sport"
2013-08-12,"Dauersieger Langerak, Dauergrinser Okazaki","Sport"
2013-08-12,"Im Verbund verunsichert","Sport"
2013-08-12,"Schalke ernüchtert, HSV frohlockt","Sport"
2013-08-12,"Zu Hause immer, auswärts nimmer ","Sport"
2013-08-11,"Dauersieger Langerak, Dauergrinser Okazaki","Sport"
2013-08-11,"Schalke enttäuscht gegen den HSV","Sport"
2013-08-11,"Abwehrpatzer, ein Elfer, sechs Tore","Sport"
2013-08-11,"Bielefeld besiegt St. Pauli, Sanogo rettet Cottbus","Sport"
2013-08-11,"""Krasse Ansage""","Sport"
2013-08-11,"Zu viel Gladbach im Herzen","Sport"
2013-08-10,"Filigraner Fließbandarbeiter","Sport"
2013-08-10,"""Wo Menschen urteilen, passieren Fehler""","Sport"
2013-08-10,"Aubameyang trifft dreimal, Hertha sechsmal ","Sport"
2013-08-10,"Hertha Spitze, Dortmund nüchtern","Sport"
2013-08-10,"KSC an der Spitze, Köln weiter sieglos","Sport"
2013-08-09,"Union bezwingt Dresden, Bochum verliert in Frankfurt","Sport"
2013-08-09,"Hoffnungsträger spielen Stürmer","Sport"
2013-08-09,"Die Helfer der Helden","Sport"
2013-08-08,"Lieber bieder als 2. Liga","Sport"
2013-08-08,"Talente von heute - Stars von morgen","Sport"
2013-08-07,"Anzeigen-Portale im Netz gleichen Print-Verluste aus","Wirtschaft"
2013-08-07,"Bayern eröffnet mit Borussia die Saison","Sport"
2013-08-07,"""Ich kann auch anders als ruhig""","Sport"
2013-08-06,"Pokalblamage sorgt für Ernüchterung","Sport"
2013-08-04,"Bremens Hattrick des Grauens","Sport"
2013-08-04,"Tuchel macht Müller zur Nummer eins","Sport"
2013-08-01,"Sky dribbelt Springer aus","Wirtschaft"
2013-08-01,"Sky torpediert ""Bild""-Strategie","Sport"
2013-07-29,"Bochum verpasst Sprung in die Spitzengruppe","Sport"
2013-07-28,"Ujah rettet dem FC einen Punkt","Sport"
2013-07-28,"Peter, Marek und das große Zittern","Sport"
2013-07-26,"Zoller lässt Kaiserslautern jubeln, Fürth gewinnt in Aalen","Sport"
2013-07-21,"Karlsruher SC feiert gelungene Rückkehr","Sport"
2013-07-19,"Auf Stuttgart warten Mostar oder Plowdiw","Sport"
2013-07-15,"Frankreich als erstes Team im Viertelfinale","Sport"
2013-07-14,"Deutschland gegen Island unter Druck","Sport"
2013-07-11,"Ägyptischer Fußballverband sagt Rest der Saison ab","Sport"
2013-07-03,"Düsseldorf erhält Lizenz für die DEL","Sport"
2013-07-01,"Fifa erkennt Äthiopien Sieg gegen Botswana ab","Sport"
2013-07-01,"Hitze, Chaos und die wiedererstarkte Seleção","Sport"
2013-06-26,"Fenerbahçe und Besiktas legen Einspruch ein","Sport"
2013-06-25,"Uefa schließt Fenerbahçe und Besiktas aus","Sport"
2013-06-22,"ter Stegen zu Barcelona?","Sport"
2013-06-21,"Der komplette Spielplan 2013/14","Sport"
2013-06-21,"Meister Bayern eröffnet Saison gegen Gladbach","Sport"
2013-06-20,"Lionel Messi muss vor Gericht","Wirtschaft"
2013-06-19,"Togo gesteht Einsatz von nicht spielberechtigtem Profi","Sport"
2013-06-18,"Iran und Südkorea qualifizieren sich für WM 2014","Sport"
2013-06-18,"Neue Hoffnung für Kamerun und Südafrika","Sport"
2013-06-17,"Weltmeister Spanien feiert Auftaktsieg","Sport"
2013-06-15,"Traditionsclub Independiente steigt ab","Sport"
2013-06-14,"Wirrwarr um möglichen Gomez-Wechsel","Sport"
2013-06-12,"Deutschen Handballern droht Desaster in EM-Quali","Sport"
2013-06-12,"Der Fußball-Profi aus dem Knast","Sport"
2013-06-12,"Stürmer schießt 16 Tore in einem Spiel","Sport"
2013-06-12,"Klinsmanns US-Team auf WM-Kurs","Sport"
2013-06-08,"FC Villarreal kehrt in die erste Liga zurück","Sport"
2013-06-08,"Großwallstadt steigt nach 44 Jahren ab","Sport"
2013-06-07,"Offenbach akzeptiert Lizenzentzug","Sport"
2013-06-06,"Frank Rost soll Geschäftsführer beim HSV werden","Sport"
2013-06-05,"Niederlande testen Torlinientechnik","Sport"
2013-06-03,"Gummersbach und Großwallstadt erhalten Lizenz unter Auflagen","Sport"
2013-06-02,"Popp fällt für die EM aus","Sport"
2013-06-02,"Abschied von Triple-Jupp","Sport"
2013-06-01,"Basel feiert 16. Meistertitel","Sport"
2013-06-01,"Barça bejubelt Punkterekord","Sport"
2013-05-28,"Neuhausen steigt ab, Rhein-Neckar Löwen spielen in Europa","Sport"
2013-05-28,"Der Fußball-Entwickler","Sport"
2013-05-27,"Sieg in Lautern - Hoffenheim bleibt erstklassig","Sport"
2013-05-27,"Raketen-Reus und Fan-Raketen","Sport"
2013-05-27,"Düsseldorf trennt sich von Trainer Meier","Sport"
2013-05-27,"Dutt darf zu Werder Bremen wechseln","Sport"
2013-05-27,"Die verpasste Chance","Sport"
2013-05-26,"Barça gewinnt Derby, Khedira trifft für Real Madrid","Sport"
2013-05-25,"Der Goldgräber","Sport"
2013-05-23,"Firmino-Doppelpack lässt Hoffenheim jubeln","Sport"
2013-05-22,"Was Donnerstag wichtig wird","Ausland"
2013-05-21,"""Mitleid hat im Fußball nichts zu suchen""","Sport"
2013-05-20,"Mourinho gewinnt den Fürther Teebeutel","Sport"
2013-05-20,"Barcelona jagt Punkte-Rekord von Real","Sport"
2013-05-19,"Klose und Lazio bangen, Milan erreicht CL-Qualifikation","Sport"
2013-05-19,"Chelsea sichert sich Champions-League-Teilnahme","Sport"
2013-05-19,"Rösler-Club verpasst Aufstieg in Wembley","Sport"
2013-05-19,"Aue gerettet, Dresden muss in die Relegation","Sport"
2013-05-19,"Mit den Gedanken schon in Wembley","Sport"
2013-05-18,"Hoffnung, Drama, Abstieg","Sport"
2013-05-18,"""Wir leben - noch""","Sport"
2013-05-18,"Drama in Blau-Weiss","Sport"
2013-05-18,"Kießling sichert sich die Torjägerkanone","Sport"
2013-05-18,"Osnabrück sichert sich Relegationsplatz","Sport"
2013-05-18,"Hoffenheim feiert, Düsseldorf trauert","Sport"
2013-05-18,"Hoffenheim feiert Fußball-Wunder, Düsseldorf steigt ab","Sport"
2013-05-18,"Fans erzürnt über Gewalt-Papier der Polizei","Sport"
2013-05-17,"Wer steigt ab? Wer darf nach Europa?","Sport"
2013-05-17,"Aufstieg, Abstieg, Europapokal","Sport"
2013-05-17,"Bye-bye, Jupp Heynckes","Sport"
2013-05-17,"Van Gerwen gelingt Revanche gegen Taylor","Sport"
2013-05-16,"Bühne frei für ""Mighty Mike""","Sport"
2013-05-16,"Asamoah wirft Fürth ""falsches Spiel"" vor","Sport"
2013-05-16,"Hoffen auf Wolfsburger Schützenhilfe","Sport"
2013-05-16,"Kampf um das Minimalziel","Sport"
2013-05-15,"Jesus heißt die Hoffnung","Sport"
2013-05-15,"Das Gesicht von Werder Bremen","Sport"
2013-05-15,"Werder Bremen trennt sich von Trainer Schaaf","Sport"
2013-05-14,"THW Kiel feiert die 18. Meisterschaft","Sport"
2013-05-14,"Völlig nüchtern Richtung Finale","Sport"
2013-05-14,"""Alle Ziele verfehlt""","Sport"
2013-05-14,"Startrainer Moculescu droht Sperre nach Schiri-Schelte","Sport"
2013-05-13,"DFB hebt Trojan-Sperre auf","Sport"
2013-05-12,"Milan-Spiel wegen rassistischer Fangesänge unterbrochen","Sport"
2013-05-12,"Klose siegt mit Lazio und hofft weiter auf Europa","Sport"
2013-05-12,"DEB-Auswahl chancenlos gegen die USA","Sport"
2013-05-12,"Wolfsburgs Frauen sind Deutscher Meister","Sport"
2013-05-12,"Kaiserslautern sichert sich Relegationsplatz","Sport"
2013-05-12,"Die Platt-Macher","Politik"
2013-05-12,"Wollitz tritt als Osnabrück-Trainer zurück","Sport"
2013-05-11,"Triumph der Träumer","Sport"
2013-05-11,"Schale wieder dahoam","Sport"
2013-05-11,"Lampard historisch - Chelsea stürmt in Richtung Champions League","Sport"
2013-05-11,"Bremen feiert die Rettung","Sport"
2013-05-11,"Glücklose Fortuna, hoffnungsloses Hoffenheim","Sport"
2013-05-11,"Bielefeld und Karlsruhe steigen auf","Sport"
2013-05-10,"So können sich die Kellerkinder retten","Sport"
2013-05-10,"Weinzierl wieder auf der Bayern-Bank","Sport"
2013-05-10,"Wiedersehen mit der Vergangenheit","Sport"
2013-05-10,"Heynckes schließt weiteren Bundesliga-Job aus","Sport"
2013-05-10,"Trainer Streich bindet sich ""langfristig"" an Freiburg","Sport"
2013-05-07,"Ganz der Alte","Sport"
2013-05-07,"Rösler-Club spielt in Wembley um Aufstieg","Sport"
2013-05-05,"Chelsea feiert späten Sieg bei Manchester United","Sport"
2013-05-05,"Vidal schießt Juventus zum Titel","Sport"
2013-05-05,"Augsburg verpasst Sprung auf Nichtabstiegsplatz","Sport"
2013-05-05,"Klose trifft fünfmal bei Lazio-Sieg","Sport"
2013-05-05,"Ajax feiert 32. Meistertitel","Sport"
2013-05-05,"Kaiserslautern holt Big Point gegen Frankfurt ","Sport"
2013-05-04,"FC Arsenal jubelt nach 20 Sekunden ","Sport"
2013-05-04,"In sechs Minuten Richtung Abgrund","Sport"
2013-05-04,"Was kann die B-Besetzung? ","Sport"
2013-05-04,"Zweimal der zweite Anzug","Sport"
2013-05-03,"Schweiz feiert Auftaktsieg gegen Schweden","Sport"
2013-05-03,"Vorne pfui, hinten auch","Sport"
2013-05-03,"Brunos letzter Treffer","Sport"
2013-04-28,"Chelsea überholt Arsenal, Queens Park steigt ab","Sport"
2013-04-28,"In guten wie in schlechten Zeiten","Sport"
2013-04-28,"Frankfurt enttäuscht in Mainz","Sport"
2013-04-28,"Zittern im Quartett","Sport"
2013-04-28,"Im Strafraum","Politik"
2013-04-27,"FC Bayern siegt mit zehn Neuen, Hochspannung im Abstiegskampf","Sport"
2013-04-27,"Werder rutscht in den Abstiegskampf","Sport"
2013-04-27,"Frankfurt-Sieg setzt Lautern und Köln unter Druck","Sport"
2013-04-27,"Noch schlechter als Tasmania ","Sport"
2013-04-26,"Der Sammer-Hammer","Sport"
2013-04-26,"Barça und Juve können am Wochenende Meister werden","Sport"
2013-04-25,"AEK scheitert mit Protest gegen Abstieg","Sport"
2013-04-22,"Hoeneß soll Kapitalerträge verheimlicht haben","Sport"
2013-04-21,"Schlusslicht Fürth triumphiert im Frankenderby","Sport"
2013-04-21,"Team Demut schafft das Comeback","Sport"
2013-04-21,"Celtic Glasgow zum 44. Mal Meister","Sport"
2013-04-21,"Im Krebsgang","Sport"
2013-04-20,"Lazio verliert Schlüsselspiel im Kampf um Europa","Sport"
2013-04-20,"Fünfkampf um Rang vier","Sport"
2013-04-20,"Wolfsburg verschärft Bremer Krise","Sport"
2013-04-20,"Mertesacker köpft Arsenal zum Sieg","Sport"
2013-04-20,"Bayern glänzt vor Champions-League-Kracher","Sport"
2013-04-20,"Tormaschine Bayern, CL-Anwärter Leverkusen","Sport"
2013-04-20,"Kaiserslautern legt im Aufstiegsrennen vor","Sport"
2013-04-19,"Zu Gast bei Freunden","Sport"
2013-04-19,"AEK wird mit Abstieg bestraft","Sport"
2013-04-18,"Ein Traum, ein Schuss, ein Meister","Sport"
2013-04-16,"Arsenal verpasst Heimsieg gegen Everton","Sport"
2013-04-16,"Die grauen Wölfe","Sport"
2013-04-16,"Das ist aus Wolfsburgs Helden geworden","Sport"
2013-04-15,"Kampf den spanischen Verhältnissen!","Sport"
2013-04-14,"Real und Barça siegen im Gleichschritt","Sport"
2013-04-14,"Schwere Fan-Krawalle im Athener Olympiastadion","Sport"
2013-04-14,"Air Boateng und die Eigentor-Verteidiger","Sport"
2013-04-14,"Augsburg lässt Abstiegskonkurrenten zittern","Sport"
2013-04-14,"Gladbach patzt im Europapokal-Rennen","Sport"
2013-04-14,"Bayers giftige Komfortzone","Sport"
2013-04-13,"Drama, Baby!","Sport"
2013-04-13,"Irrer Schlussspurt beschert Arsenal Rang drei","Sport"
2013-04-13,"Ligaspitze im Torrausch","Sport"
2013-04-12,"Die nächste Freiburg-Party","Sport"
2013-04-12,"Rostock gewinnt verrücktes Sieben-Tore-Spiel","Sport"
2013-04-12,"Kumbela schießt Braunschweig zurück ins Titelrennen","Sport"
2013-04-12,"Mourinho mischt das Gegenmittel","Sport"
2013-04-12,"Geplatztes Comeback","Sport"
2013-04-12,"Der Trans-Hair des Jahres","Panorama"
2013-04-08,"United, die Maschine","Sport"
2013-04-08,"Der Rekorde-Meister","Sport"
2013-04-08,"FC Bayern feiert Rekordmeisterschaft","Sport"
2013-04-07,"Jupp und sein Meisterjubel","Sport"
2013-04-07,"Nilsson lässt Nürnberg jubeln","Sport"
2013-04-07,"Bayerns Weg zum Titel","Sport"
2013-04-07,"Der historische Titel","Sport"
2013-04-07,"Die Wucht der Balance","Sport"
2013-04-06,"Jubeln, ja - große Party, nein","Sport"
2013-04-06,"Freiburg verschärft HSV-Krise","Sport"
2013-04-06,"Party-Schreck Heynckes, Raubkopierer Schweinsteiger","Sport"
2013-04-06,"Dortmund dreht das Spiel, Leverkusen spielt Remis","Sport"
2013-04-06,"Im Eiltempo zum Titel","Sport"
2013-04-06,"Schweinsteiger macht Bayern zum Meister","Sport"
2013-04-06,"Den Titel holen ganz nebenbei","Sport"
2013-04-05,"Heckings verflixtes letztes Mal","Sport"
2013-04-05,"Wildschweinjagd auf dem Betzenberg","Sport"
2013-04-05,"Freiburger Kruse ""mit Sicherheit"" nach Gladbach","Sport"
2013-04-04,"Schalke verzichtet vorerst auf Bastos-Kauf","Sport"
2013-03-31,"Blitzgeschenke und mysteriöse Eckfahnen","Sport"
2013-03-31,"HSV lädt zum Versöhnungsgrillen","Sport"
2013-03-31,"Köln klettert auf Relegationsplatz","Sport"
2013-03-30,"Messi trifft gegen jedes Team, Málaga siegt","Sport"
2013-03-30,"Wolfsburg schreibt DEL-Geschichte","Sport"
2013-03-30,"Chelsea patzt, ManCity feiert Gala-Sieg","Sport"
2013-03-30,"Juventus gewinnt Bayern-Generalprobe","Sport"
2013-03-30,"BVB verschiebt Bayerns Meisterparty","Sport"
2013-03-30,"Klopps Draht nach Hause","Sport"
2013-03-28,"St. Pauli verbietet Wunderkerzen","Sport"
2013-03-22,"Aufstand gegen Klinsmann","Sport"
2013-03-19,"Bayern, Dortmund - und dann lange nichts","Sport"
2013-03-18,"Fünf Spiele Sperre für Hamburgs Beister","Sport"
2013-03-17,"Lampards Jubiläumstor lässt Chelsea jubeln","Sport"
2013-03-17,"Kung-Fu-Beister und Zauber-Sahin","Sport"
2013-03-17,"Kaiserslautern nutzt Patzer der Konkurrenz","Sport"
2013-03-17,"""Bis hierher und nicht weiter""","Sport"
2013-03-16,"Doppelpack für Dortmunder Sahin","Sport"
2013-03-16,"Sahin überragt bei Dortmund-Sieg, Schalke verliert","Sport"
2013-03-16,"Hertha enttäuscht, Braunschweig im Glück","Sport"
2013-03-15,"In den Fußstapfen von Sergej Barbarez","Sport"
2013-03-10,"Inter und Lazio kassieren Heimniederlagen","Sport"
2013-03-10,"Von Fallrückziehern und Verletzungen","Sport"
2013-03-10,"Frankfurt und Hannover trennen sich torlos","Sport"
2013-03-10,"Debütantenball in der Liga","Sport"
2013-03-10,"Die Rechnung geht an Jupp","Sport"
2013-03-09,"Schalke schlägt den BVB, Hoffenheim siegt im Kellerduell","Sport"
2013-03-09,"Köln schlägt Paderborn, Cottbus besiegt Union","Sport"
2013-03-09,"Lehmann in letzter Sekunde","Sport"
2013-03-08,"Derby-Duell der Überläufer","Sport"
2013-03-04,"Nachreiner kritisiert verkürzte Lewandowski-Sperre ","Sport"
2013-03-03,"Serientäter Kießling, Matchwinner Helmes","Sport"
2013-03-03,"Arsenal verliert hektisches Spitzenspiel","Sport"
2013-03-03,"Köln rettet Remis in Frankfurt","Sport"
2013-03-02,"Naiv und ratlos","Sport"
2013-03-02,"Kagawa und Suárez treffen dreifach","Sport"
2013-03-02,"Lewandowski führt BVB zum Sieg, Schalke holt auf","Sport"
2013-03-02,"Lewandowski und Draxler treffen per Doppelpack","Sport"
2013-03-02,"Dresden schafft Überraschung gegen Hertha","Sport"
2013-03-01,"Wiedersehen macht Freude","Sport"
2013-02-27,"Bayerns Herz schlägt links","Sport"
2013-02-26,"Made in Dortmund","Sport"
2013-02-23,"Arsenal feiert Cazorla, ManUnited marschiert","Sport"
2013-02-23,"Bayern-Gala, Hoffenheim-Drama","Sport"
2013-02-23,"Köln klettert, Dresden rettet Remis","Sport"
2013-02-22,"Heynckes macht die 1000 voll","Sport"
2013-02-21,"Was Freitag wichtig wird","Ausland"
2013-02-19,"Lewandowski-Sperre bleibt bestehen","Sport"
2013-02-18,"""Das war unterirdisch""","Sport"
2013-02-17,"Real siegt bei Mourinho-Jubiläum","Sport"
2013-02-17,"Debakel für Inter, Neapel kann Juve-Patzer nicht nutzen","Sport"
2013-02-17,"Eintracht Frankfurt beschließt Passus gegen Pyrotechnik","Sport"
2013-02-16,"""Frankfurt spielt eine unfassbare Saison""","Sport"
2013-02-16,"Hertha eiskalt, Micanski verschenkt Ingolstadt-Sieg","Sport"
2013-02-15,"Büskens trifft die nächste alte Liebe","Sport"
2013-02-09,"Überragender Ronaldo schießt Real Madrid zum Sieg","Sport"
2013-02-09,"Marin trifft für Chelsea, ManCity blamiert sich","Sport"
2013-02-09,"Fünf Tore in Dortmund, sechs in Gladbach","Sport"
2013-02-09,"1860 stoppt Talfahrt, Cottbus und Köln trennen sich torlos","Sport"
2013-02-08,"Braunschweig stolpert gegen Aalen","Sport"
2013-02-08,"Herr Klopp, stellen Sie bloß den Kevin auf!","Sport"
2013-02-05,"Der FC Bayern siegt und siegt","Sport"
2013-02-03,"Barcelona spielt Remis, Messi trifft weiter","Sport"
2013-02-03,"Holtby siegt mit Tottenham","Sport"
2013-02-03,"Zur Feier des Tages eine Schoki","Sport"
2013-02-03,"Frantz' Schwalbe, Nürnbergs Sieg","Sport"
2013-02-03,"Nürnberg feiert wichtigen Erfolg im Abstiegskampf","Sport"
2013-02-03,"Hertha deklassiert Regensburg bei Smuda-Einstand","Sport"
2013-02-02,"Ronaldo schießt Eigentor - Real verliert","Sport"
2013-02-02,"Lakic lässt Frankfurt träumen","Sport"
2013-02-02,"Podolski schießt Arsenal zum Sieg, Chelsea verliert","Sport"
2013-02-02,"München marschiert, Schalke verliert","Sport"
2013-02-02,"Kruse, Kruse, Kruse","Sport"
2013-02-02,"Braunschweig souverän, Clemens erlöst Köln","Sport"
2013-02-01,"Klinsi und sein Fivepack","Sport"
2013-01-31,"Holtby beginnt mit einem Remis","Sport"
2013-01-29,"Frühes Aus für Titelverteidiger Sambia","Sport"
2013-01-29,"Bastos nach Schalke, Milan holt Balotelli","Sport"
2013-01-28,"Völlig verzockt","Sport"
2013-01-27,"Brutale Vergangenheit, umkämpfte Gegenwart","Sport"
2013-01-27,"Rekordmann Messi übertrumpft Rekordmann Ronaldo","Sport"
2013-01-27,"Pleiten, Pech und Juanan","Sport"
2013-01-26,"Leverkusen enttäuscht in Freiburg","Sport"
2013-01-25,"Freitag ist, wenn der BVB gewinnt","Sport"
2013-01-24,"Was Freitag wichtig wird","Ausland"
2013-01-21,"USA-Reise beginnt mit Test gegen Ecuador","Sport"
2013-01-20,"Der Spieler","Panorama"
2013-01-19,"Barcelona kassiert erste Saisonpleite","Sport"
2013-01-19,"Doppelpack in München, Bengalos in Leverkusen","Sport"
2013-01-19,"Bayern und Bayer feiern lockere Siege","Sport"
2013-01-19,"Ein bisschen Stimmung und viele Patzer","Sport"
2013-01-18,"Schalke gewinnt spektakuläres Neun-Tore-Spiel","Sport"
2013-01-18,"Bayern-Besieger Büskens","Sport"
2013-01-15,"Stresstest für Heubergers Handballer","Sport"
2013-01-14,"Neuer Clubrekord dank Messi-Gala","Sport"
2013-01-13,"ManCity besiegt Arsenal, Lazio holt auf","Sport"
2013-01-12,"Real blamiert sich beim Tabellenletzten","Sport"
2013-01-07,"Clubbesitzer Sieger des Tarifstreits","Sport"
2013-01-06,"Eishockeyspieler und Clubs erzielen Einigung","Sport"
2013-01-03,"Eben noch in Nürnberg, jetzt schon in Wolfsburg","Sport"
2013-01-02,"Fans beenden Stimmungsboykott","Sport"
2012-12-31,"Titelverteidiger New York Giants verpasst Playoffs","Sport"
2012-12-28,"Holtby verlässt Schalke 04","Sport"
2012-12-27,"Weniger Geld, mehr Erfolg","Sport"
2012-12-27,"Flensburg schlägt den THW Kiel im Top-Spiel","Sport"
2012-12-24,"Nie mehr Mülleimer","Sport"
2012-12-23,"8:0 - Chelsea bejubelt Gala-Sieg","Sport"
2012-12-22,"Messi erhöht auf 91, Pleite für Real","Sport"
2012-12-21,"Pezzoni unterschreibt bei Erzgebirge Aue ","Sport"
2012-12-18,"Josué, Sio und Nickenig gesperrt","Sport"
2012-12-17,"Das sind doch die Daltons!","Sport"
2012-12-16,"Rot-Sünder und Tor-Helden","Sport"
2012-12-16,"Dortmund gelingt versöhnlicher Abschluss","Sport"
2012-12-16,"Dortmund feiert Auswärtssieg bei Hoffenheim","Sport"
2012-12-16,"Schalke beurlaubt Huub Stevens","Sport"
2012-12-15,"Klose schießt Lazio zum Sieg gegen Inter","Sport"
2012-12-15,"Fünf Wochen Revision","Sport"
2012-12-15,"Bayer zerlegt den HSV","Sport"
2012-12-15,"Bayer nutzt den Bayern-Patzer","Sport"
2012-12-15,"Der sich schließende Kreis","Sport"
2012-12-15,"Shoppen im Winter-Wunderland","Sport"
2012-12-14,"Jupp, Jürgen und ihr erstes mal","Sport"
2012-12-14,"Die Chancen der Bayern-Jäger","Sport"
2012-12-13,"Was Freitag wichtig wird","Politik"
2012-12-10,"Phantomstreit um die billigen Plätze","Sport"
2012-12-10,"Sloweniens Nationaltrainer Stojanovic entlassen","Sport"
2012-12-09,"Falcao gelingt Fünferpack, Juve siegt bei Conte-Comeback","Sport"
2012-12-09,"Diego stark, Stark schwach","Sport"
2012-12-09,"Die Zeichen stehen auf Sturm","Sport"
2012-12-08,"Starker Özil schießt Real zum Sieg","Sport"
2012-12-08,"Dreifachschock für Dortmund, Dreierpack von Ibisevic","Sport"
2012-12-08,"Hertha baut Serie aus, Bochum feiert Sieg im Abstiegsduell","Sport"
2012-12-08,"Schlecht, schlechter, Rangers","Sport"
2012-12-07,"Die Geschichte vom Siegen und Fliegen","Sport"
2012-12-07,"Nun drohen Chelsea und Benfica","Sport"
2012-12-04,"Schneegestöber in Zagreb, Gruppensieg für PSG","Sport"
2012-12-04,"Wir Fußballpatrioten","Politik"
2012-12-03,"Ex und hopp in Hoffenheim","Sport"
2012-12-02,"Jicha wirft Kiel zum Sieg, Flensburg schlägt Montpellier","Sport"
2012-12-02,"Braunschweig marschiert Richtung Bundesliga","Sport"
2012-12-01,"Arsenal blamiert sich, Barça feiert, Özil trifft","Sport"
2012-12-01,"Die Giganten trennen sich unentschieden","Sport"
2012-12-01,"Schalker Krise verschärft sich, Leverkusen siegt","Sport"
2012-12-01,"Letzte Hoffnung Historie","Sport"
2012-12-01,"Kaiserslautern kassiert erste Saisonpleite","Sport"
2012-12-01,"Fußballwissen, mit dem Sie glänzen werden!","Sport"
2012-12-01,"""Nur Scholl war noch ansprechbar""","Sport"
2012-11-30,"Robben fällt aus, Gomez auf der Bank","Sport"
2012-11-30,"Wo die Bayern Letzter sind","Sport"
2012-11-30,"Stärken und Schwächen beider Teams im Vergleich","Sport"
2012-11-29,"""Das wird die Herren beeindruckt haben""","Sport"
2012-11-29,"Die Angst vor dem Rückflug","Sport"
